"0#0","Pos.","Player","Date of birth (age)","Caps","Goals","Club","player_url","name","club_name","club_name_detailed","club_url","country","wikidata_item"
7,"3MF","Aiden McGeady","(1986-04-04)4 April 1986 (aged 30)",82,5,"Sheffield Wednesday","https://en.wikipedia.org/wiki/Aiden_McGeady","Aiden McGeady","Sheffield Wednesday","Sheffield Wednesday F.C.","https://en.wikipedia.org/wiki/Sheffield_Wednesday_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q208700"
8,"3MF","James McCarthy","(1990-11-12)12 November 1990 (aged 25)",35,0,"Everton","https://en.wikipedia.org/wiki/James_McCarthy_(footballer)","James McCarthy (footballer)","Everton","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q529013"
9,"4FW","Shane Long","(1987-01-22)22 January 1987 (aged 29)",63,16,"Southampton","https://en.wikipedia.org/wiki/Shane_Long","Shane Long","Southampton","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q297964"
10,"4FW","Robbie Keane (captain)","(1980-07-08)8 July 1980 (aged 35)",143,67,"LA Galaxy","https://en.wikipedia.org/wiki/Robbie_Keane","Robbie Keane","LA Galaxy","LA Galaxy","https://en.wikipedia.org/wiki/LA_Galaxy","Republic of Ireland","https://www.wikidata.org/wiki/Q184612"
11,"3MF","James McClean","(1989-04-22)22 April 1989 (aged 27)",38,5,"West Bromwich Albion","https://en.wikipedia.org/wiki/James_McClean","James McClean","West Bromwich Albion","West Bromwich Albion F.C.","https://en.wikipedia.org/wiki/West_Bromwich_Albion_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q284784"
12,"2DF","Shane Duffy","(1992-01-01)1 January 1992 (aged 24)",3,0,"Blackburn Rovers","https://en.wikipedia.org/wiki/Shane_Duffy","Shane Duffy","Blackburn Rovers","Blackburn Rovers F.C.","https://en.wikipedia.org/wiki/Blackburn_Rovers_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q2627900"
13,"3MF","Jeff Hendrick","(1992-01-31)31 January 1992 (aged 24)",21,0,"Derby County","https://en.wikipedia.org/wiki/Jeff_Hendrick","Jeff Hendrick","Derby County","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q390793"
14,"4FW","Jonathan Walters","(1983-09-20)20 September 1983 (aged 32)",39,10,"Stoke City","https://en.wikipedia.org/wiki/Jonathan_Walters","Jonathan Walters","Stoke City","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q319810"
15,"2DF","Cyrus Christie","(1992-09-30)30 September 1992 (aged 23)",5,1,"Derby County","https://en.wikipedia.org/wiki/Cyrus_Christie","Cyrus Christie","Derby County","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q5201080"
16,"1GK","Shay Given","(1976-04-20)20 April 1976 (aged 40)",134,0,"Stoke City","https://en.wikipedia.org/wiki/Shay_Given","Shay Given","Stoke City","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q215812"
17,"2DF","Stephen Ward","(1985-08-20)20 August 1985 (aged 30)",33,3,"Burnley","https://en.wikipedia.org/wiki/Stephen_Ward_(footballer)","Stephen Ward (footballer)","Burnley","Burnley F.C.","https://en.wikipedia.org/wiki/Burnley_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q334576"
18,"3MF","David Meyler","(1989-05-29)29 May 1989 (aged 27)",16,0,"Hull City","https://en.wikipedia.org/wiki/David_Meyler","David Meyler","Hull City","Hull City A.F.C.","https://en.wikipedia.org/wiki/Hull_City_A.F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q126332"
19,"3MF","Robbie Brady","(1992-01-14)14 January 1992 (aged 24)",23,4,"Norwich City","https://en.wikipedia.org/wiki/Robbie_Brady","Robbie Brady","Norwich City","Norwich City F.C.","https://en.wikipedia.org/wiki/Norwich_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q45538"
20,"3MF","Wes Hoolahan","(1982-05-20)20 May 1982 (aged 34)",30,2,"Norwich City","https://en.wikipedia.org/wiki/Wes_Hoolahan","Wes Hoolahan","Norwich City","Norwich City F.C.","https://en.wikipedia.org/wiki/Norwich_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q1100531"
21,"4FW","Daryl Murphy","(1983-03-15)15 March 1983 (aged 33)",21,0,"Ipswich Town","https://en.wikipedia.org/wiki/Daryl_Murphy","Daryl Murphy","Ipswich Town","Ipswich Town F.C.","https://en.wikipedia.org/wiki/Ipswich_Town_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q2447742"
22,"3MF","Stephen Quinn","(1986-04-04)4 April 1986 (aged 30)",15,0,"Reading","https://en.wikipedia.org/wiki/Stephen_Quinn","Stephen Quinn","Reading","Reading F.C.","https://en.wikipedia.org/wiki/Reading_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q3266302"
23,"1GK","Darren Randolph","(1987-05-12)12 May 1987 (aged 29)",9,0,"West Ham United","https://en.wikipedia.org/wiki/Darren_Randolph","Darren Randolph","West Ham United","West Ham United F.C.","https://en.wikipedia.org/wiki/West_Ham_United_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q3016542"
1,"1GK","Andreas Isaksson","(1981-10-03)3 October 1981 (aged 34)",130,0,"Kasımpaşa","https://en.wikipedia.org/wiki/Andreas_Isaksson","Andreas Isaksson","Kasımpaşa","Kasımpaşa Spor Kulübü","https://en.wikipedia.org/wiki/Kas%C4%B1mpa%C5%9Fa_Spor_Kul%C3%BCb%C3%BC","Sweden","https://www.wikidata.org/wiki/Q205773"
2,"2DF","Mikael Lustig","(1986-12-13)13 December 1986 (aged 29)",52,3,"Celtic","https://en.wikipedia.org/wiki/Mikael_Lustig","Mikael Lustig","Celtic","Celtic F.C.","https://en.wikipedia.org/wiki/Celtic_F.C.","Sweden","https://www.wikidata.org/wiki/Q316932"
3,"2DF","Erik Johansson","(1988-12-30)30 December 1988 (aged 27)",9,0,"Copenhagen","https://en.wikipedia.org/wiki/Erik_Johansson_(footballer,_born_1988)","Erik Johansson (footballer, born 1988)","Copenhagen","F.C. Copenhagen","https://en.wikipedia.org/wiki/F.C._Copenhagen","Sweden","https://www.wikidata.org/wiki/Q3369754"
4,"2DF","Andreas Granqvist","(1985-04-16)16 April 1985 (aged 31)",52,3,"Krasnodar","https://en.wikipedia.org/wiki/Andreas_Granqvist","Andreas Granqvist","Krasnodar","FC Krasnodar","https://en.wikipedia.org/wiki/FC_Krasnodar","Sweden","https://www.wikidata.org/wiki/Q178270"
5,"2DF","Martin Olsson","(1988-05-17)17 May 1988 (aged 28)",35,5,"Norwich City","https://en.wikipedia.org/wiki/Martin_Olsson","Martin Olsson","Norwich City","Norwich City F.C.","https://en.wikipedia.org/wiki/Norwich_City_F.C.","Sweden","https://www.wikidata.org/wiki/Q312935"
6,"3MF","Emil Forsberg","(1991-10-23)23 October 1991 (aged 24)",17,2,"RB Leipzig","https://en.wikipedia.org/wiki/Emil_Forsberg","Emil Forsberg","RB Leipzig","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Sweden","https://www.wikidata.org/wiki/Q5371234"
7,"3MF","Sebastian Larsson","(1985-06-06)6 June 1985 (aged 31)",84,6,"Sunderland","https://en.wikipedia.org/wiki/Sebastian_Larsson","Sebastian Larsson","Sunderland","Sunderland A.F.C.","https://en.wikipedia.org/wiki/Sunderland_A.F.C.","Sweden","https://www.wikidata.org/wiki/Q83638"
8,"3MF","Albin Ekdal","(1989-07-28)28 July 1989 (aged 26)",22,0,"Hamburger SV","https://en.wikipedia.org/wiki/Albin_Ekdal","Albin Ekdal","Hamburger SV","Hamburger SV","https://en.wikipedia.org/wiki/Hamburger_SV","Sweden","https://www.wikidata.org/wiki/Q371652"
9,"3MF","Kim Källström","(1982-08-24)24 August 1982 (aged 33)",128,16,"Grasshopper","https://en.wikipedia.org/wiki/Kim_K%C3%A4llstr%C3%B6m","Kim Källström","Grasshopper","Grasshopper Club Zürich","https://en.wikipedia.org/wiki/Grasshopper_Club_Z%C3%BCrich","Sweden","https://www.wikidata.org/wiki/Q214124"
10,"4FW","Zlatan Ibrahimović (captain)","(1981-10-03)3 October 1981 (aged 34)",113,62,"Paris Saint-Germain","https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87","Zlatan Ibrahimović","Paris Saint-Germain","Paris Saint-Germain F.C.","https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.","Sweden","https://www.wikidata.org/wiki/Q46896"
11,"4FW","Marcus Berg","(1986-08-17)17 August 1986 (aged 29)",38,10,"Panathinaikos","https://en.wikipedia.org/wiki/Marcus_Berg","Marcus Berg","Panathinaikos","Panathinaikos F.C.","https://en.wikipedia.org/wiki/Panathinaikos_F.C.","Sweden","https://www.wikidata.org/wiki/Q311910"
12,"1GK","Robin Olsen","(1990-01-08)8 January 1990 (aged 26)",4,0,"Copenhagen","https://en.wikipedia.org/wiki/Robin_Olsen","Robin Olsen","Copenhagen","F.C. Copenhagen","https://en.wikipedia.org/wiki/F.C._Copenhagen","Sweden","https://www.wikidata.org/wiki/Q6799321"
13,"2DF","Pontus Jansson","(1991-02-13)13 February 1991 (aged 25)",8,0,"Torino","https://en.wikipedia.org/wiki/Pontus_Jansson","Pontus Jansson","Torino","Torino F.C.","https://en.wikipedia.org/wiki/Torino_F.C.","Sweden","https://www.wikidata.org/wiki/Q1355390"
14,"2DF","Victor Lindelöf","(1994-07-17)17 July 1994 (aged 21)",3,0,"Benfica","https://en.wikipedia.org/wiki/Victor_Lindel%C3%B6f","Victor Lindelöf","Benfica","S.L. Benfica","https://en.wikipedia.org/wiki/S.L._Benfica","Sweden","https://www.wikidata.org/wiki/Q4125587"
15,"3MF","Oscar Hiljemark","(1992-06-28)28 June 1992 (aged 23)",10,1,"Palermo","https://en.wikipedia.org/wiki/Oscar_Hiljemark","Oscar Hiljemark","Palermo","U.S. Città di Palermo","https://en.wikipedia.org/wiki/U.S._Citt%C3%A0_di_Palermo","Sweden","https://www.wikidata.org/wiki/Q152067"
16,"3MF","Pontus Wernbloom","(1986-06-25)25 June 1986 (aged 29)",51,2,"CSKA Moscow","https://en.wikipedia.org/wiki/Pontus_Wernbloom","Pontus Wernbloom","CSKA Moscow","PFC CSKA Moscow","https://en.wikipedia.org/wiki/PFC_CSKA_Moscow","Sweden","https://www.wikidata.org/wiki/Q313037"
17,"2DF","Ludwig Augustinsson","(1994-04-21)21 April 1994 (aged 22)",4,0,"Copenhagen","https://en.wikipedia.org/wiki/Ludwig_Augustinsson","Ludwig Augustinsson","Copenhagen","F.C. Copenhagen","https://en.wikipedia.org/wiki/F.C._Copenhagen","Sweden","https://www.wikidata.org/wiki/Q4806248"
18,"3MF","Oscar Lewicki","(1992-07-14)14 July 1992 (aged 23)",10,0,"Malmö FF","https://en.wikipedia.org/wiki/Oscar_Lewicki","Oscar Lewicki","Malmö FF","Malmö FF","https://en.wikipedia.org/wiki/Malm%C3%B6_FF","Sweden","https://www.wikidata.org/wiki/Q431669"
19,"4FW","Emir Kujović","(1988-06-22)22 June 1988 (aged 27)",4,1,"IFK Norrköping","https://en.wikipedia.org/wiki/Emir_Kujovi%C4%87","Emir Kujović","IFK Norrköping","IFK Norrköping","https://en.wikipedia.org/wiki/IFK_Norrk%C3%B6ping","Sweden","https://www.wikidata.org/wiki/Q550939"
20,"4FW","John Guidetti","(1992-04-15)15 April 1992 (aged 24)",9,1,"Celta Vigo","https://en.wikipedia.org/wiki/John_Guidetti","John Guidetti","Celta Vigo","Celta de Vigo","https://en.wikipedia.org/wiki/Celta_de_Vigo","Sweden","https://www.wikidata.org/wiki/Q372276"
21,"3MF","Jimmy Durmaz","(1989-03-22)22 March 1989 (aged 27)",32,2,"Olympiacos","https://en.wikipedia.org/wiki/Jimmy_Durmaz","Jimmy Durmaz","Olympiacos","Olympiacos F.C.","https://en.wikipedia.org/wiki/Olympiacos_F.C.","Sweden","https://www.wikidata.org/wiki/Q1365667"
22,"3MF","Erkan Zengin","(1985-08-05)5 August 1985 (aged 30)",20,3,"Trabzonspor","https://en.wikipedia.org/wiki/Erkan_Zengin","Erkan Zengin","Trabzonspor","Trabzonspor","https://en.wikipedia.org/wiki/Trabzonspor","Sweden","https://www.wikidata.org/wiki/Q1355014"
23,"1GK","Patrik Carlgren","(1992-01-08)8 January 1992 (aged 24)",1,0,"AIK","https://en.wikipedia.org/wiki/Patrik_Carlgren","Patrik Carlgren","AIK","AIK Fotboll","https://en.wikipedia.org/wiki/AIK_Fotboll","Sweden","https://www.wikidata.org/wiki/Q16632843"
1,"1GK","Rui Patrício","(1988-02-15)15 February 1988 (aged 28)",45,0,"Sporting CP","https://en.wikipedia.org/wiki/Rui_Patr%C3%ADcio","Rui Patrício","Sporting CP","Sporting Clube de Portugal","https://en.wikipedia.org/wiki/Sporting_Clube_de_Portugal","Portugal","https://www.wikidata.org/wiki/Q294980"
2,"2DF","Bruno Alves","(1981-11-27)27 November 1981 (aged 34)",85,10,"Fenerbahçe","https://en.wikipedia.org/wiki/Bruno_Alves","Bruno Alves","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Portugal","https://www.wikidata.org/wiki/Q193000"
3,"2DF","Pepe","(1983-02-26)26 February 1983 (aged 33)",71,3,"Real Madrid","https://en.wikipedia.org/wiki/Pepe_(footballer,_born_1983)","Pepe (footballer, born 1983)","Real Madrid","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Portugal","https://www.wikidata.org/wiki/Q485697"
4,"2DF","José Fonte","(1983-12-22)22 December 1983 (aged 32)",12,0,"Southampton","https://en.wikipedia.org/wiki/Jos%C3%A9_Fonte","José Fonte","Southampton","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Portugal","https://www.wikidata.org/wiki/Q2736254"
5,"2DF","Raphaël Guerreiro","(1993-12-22)22 December 1993 (aged 22)",7,2,"Lorient","https://en.wikipedia.org/wiki/Rapha%C3%ABl_Guerreiro","Raphaël Guerreiro","Lorient","FC Lorient","https://en.wikipedia.org/wiki/FC_Lorient","Portugal","https://www.wikidata.org/wiki/Q4241680"
6,"2DF","Ricardo Carvalho","(1978-05-18)18 May 1978 (aged 38)",86,5,"Monaco","https://en.wikipedia.org/wiki/Ricardo_Carvalho","Ricardo Carvalho","Monaco","AS Monaco FC","https://en.wikipedia.org/wiki/AS_Monaco_FC","Portugal","https://www.wikidata.org/wiki/Q570811"
7,"4FW","Cristiano Ronaldo (captain)","(1985-02-05)5 February 1985 (aged 31)",126,58,"Real Madrid","https://en.wikipedia.org/wiki/Cristiano_Ronaldo","Cristiano Ronaldo","Real Madrid","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Portugal","https://www.wikidata.org/wiki/Q11571"
8,"3MF","João Moutinho","(1986-09-08)8 September 1986 (aged 29)",84,4,"Monaco","https://en.wikipedia.org/wiki/Jo%C3%A3o_Moutinho","João Moutinho","Monaco","AS Monaco FC","https://en.wikipedia.org/wiki/AS_Monaco_FC","Portugal","https://www.wikidata.org/wiki/Q222151"
9,"4FW","Éder","(1987-12-22)22 December 1987 (aged 28)",26,3,"Lille","https://en.wikipedia.org/wiki/%C3%89der_(Portuguese_footballer)","Éder (Portuguese footballer)","Lille","Lille OSC","https://en.wikipedia.org/wiki/Lille_OSC","Portugal","https://www.wikidata.org/wiki/Q273776"
10,"3MF","João Mário","(1993-01-19)19 January 1993 (aged 23)",11,0,"Sporting CP","https://en.wikipedia.org/wiki/Jo%C3%A3o_M%C3%A1rio_(Portuguese_footballer)","João Mário (Portuguese footballer)","Sporting CP","Sporting Clube de Portugal","https://en.wikipedia.org/wiki/Sporting_Clube_de_Portugal","Portugal","https://www.wikidata.org/wiki/Q6298271"
11,"3MF","Vieirinha","(1986-01-24)24 January 1986 (aged 30)",22,1,"VfL Wolfsburg","https://en.wikipedia.org/wiki/Vieirinha","Vieirinha","VfL Wolfsburg","VfL Wolfsburg","https://en.wikipedia.org/wiki/VfL_Wolfsburg","Portugal","https://www.wikidata.org/wiki/Q355193"
12,"1GK","Anthony Lopes","(1990-10-01)1 October 1990 (aged 25)",4,0,"Lyon","https://en.wikipedia.org/wiki/Anthony_Lopes","Anthony Lopes","Lyon","Olympique Lyonnais","https://en.wikipedia.org/wiki/Olympique_Lyonnais","Portugal","https://www.wikidata.org/wiki/Q1392235"
13,"3MF","Danilo","(1991-09-09)9 September 1991 (aged 24)",12,1,"Porto","https://en.wikipedia.org/wiki/Danilo_Pereira_(Portuguese_footballer)","Danilo Pereira (Portuguese footballer)","Porto","FC Porto","https://en.wikipedia.org/wiki/FC_Porto","Portugal","https://www.wikidata.org/wiki/Q766289"
14,"3MF","William Carvalho","(1992-04-07)7 April 1992 (aged 24)",20,0,"Sporting CP","https://en.wikipedia.org/wiki/William_Carvalho","William Carvalho","Sporting CP","Sporting Clube de Portugal","https://en.wikipedia.org/wiki/Sporting_Clube_de_Portugal","Portugal","https://www.wikidata.org/wiki/Q304416"
15,"3MF","André Gomes","(1993-07-30)30 July 1993 (aged 22)",8,0,"Valencia","https://en.wikipedia.org/wiki/Andr%C3%A9_Gomes","André Gomes","Valencia","Valencia CF","https://en.wikipedia.org/wiki/Valencia_CF","Portugal","https://www.wikidata.org/wiki/Q519008"
16,"3MF","Renato Sanches","(1997-08-18)18 August 1997 (aged 18)",5,0,"Benfica","https://en.wikipedia.org/wiki/Renato_Sanches","Renato Sanches","Benfica","S.L. Benfica","https://en.wikipedia.org/wiki/S.L._Benfica","Portugal","https://www.wikidata.org/wiki/Q18394009"
17,"4FW","Nani","(1986-11-17)17 November 1986 (aged 29)",96,17,"Fenerbahçe","https://en.wikipedia.org/wiki/Nani","Nani","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Portugal","https://www.wikidata.org/wiki/Q482947"
18,"3MF","Rafa Silva","(1993-05-17)17 May 1993 (aged 23)",8,0,"Braga","https://en.wikipedia.org/wiki/Rafa_Silva","Rafa Silva","Braga","S.C. Braga","https://en.wikipedia.org/wiki/S.C._Braga","Portugal","https://www.wikidata.org/wiki/Q15907851"
19,"2DF","Eliseu","(1983-10-01)1 October 1983 (aged 32)",16,1,"Benfica","https://en.wikipedia.org/wiki/Eliseu","Eliseu","Benfica","S.L. Benfica","https://en.wikipedia.org/wiki/S.L._Benfica","Portugal","https://www.wikidata.org/wiki/Q72802"
20,"4FW","Ricardo Quaresma","(1983-09-26)26 September 1983 (aged 32)",50,7,"Beşiktaş","https://en.wikipedia.org/wiki/Ricardo_Quaresma","Ricardo Quaresma","Beşiktaş","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Portugal","https://www.wikidata.org/wiki/Q188241"
21,"2DF","Cédric","(1991-08-31)31 August 1991 (aged 24)",11,0,"Southampton","https://en.wikipedia.org/wiki/C%C3%A9dric_Soares","Cédric Soares","Southampton","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Portugal","https://www.wikidata.org/wiki/Q481330"
22,"1GK","Eduardo","(1982-09-19)19 September 1982 (aged 33)",35,0,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Eduardo_Carvalho","Eduardo Carvalho","Dinamo Zagreb","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Portugal","https://www.wikidata.org/wiki/Q299768"
23,"3MF","Adrien Silva","(1989-03-15)15 March 1989 (aged 27)",9,0,"Sporting CP","https://en.wikipedia.org/wiki/Adrien_Silva","Adrien Silva","Sporting CP","Sporting Clube de Portugal","https://en.wikipedia.org/wiki/Sporting_Clube_de_Portugal","Portugal","https://www.wikidata.org/wiki/Q2724855"
1,"1GK","Hannes Þór Halldórsson","(1984-04-28)28 April 1984 (aged 32)",33,0,"Bodø/Glimt","https://en.wikipedia.org/wiki/Hannes_%C3%9E%C3%B3r_Halld%C3%B3rsson","Hannes Þór Halldórsson","Bodø/Glimt","FK Bodø/Glimt","https://en.wikipedia.org/wiki/FK_Bod%C3%B8/Glimt","Iceland","https://www.wikidata.org/wiki/Q2067320"
2,"2DF","Birkir Már Sævarsson","(1984-11-11)11 November 1984 (aged 31)",57,1,"Hammarby IF","https://en.wikipedia.org/wiki/Birkir_M%C3%A1r_S%C3%A6varsson","Birkir Már Sævarsson","Hammarby IF","Hammarby Fotboll","https://en.wikipedia.org/wiki/Hammarby_Fotboll","Iceland","https://www.wikidata.org/wiki/Q2602888"
3,"2DF","Haukur Heiðar Hauksson","(1991-09-01)1 September 1991 (aged 24)",7,0,"AIK","https://en.wikipedia.org/wiki/Haukur_Hei%C3%B0ar_Hauksson","Haukur Heiðar Hauksson","AIK","AIK Fotboll","https://en.wikipedia.org/wiki/AIK_Fotboll","Iceland","https://www.wikidata.org/wiki/Q18214882"
4,"2DF","Hjörtur Hermannsson","(1995-02-08)8 February 1995 (aged 21)",3,0,"IFK Göteborg","https://en.wikipedia.org/wiki/Hj%C3%B6rtur_Hermannsson","Hjörtur Hermannsson","IFK Göteborg","IFK Göteborg","https://en.wikipedia.org/wiki/IFK_G%C3%B6teborg","Iceland","https://www.wikidata.org/wiki/Q3785984"
5,"2DF","Sverrir Ingi Ingason","(1993-08-05)5 August 1993 (aged 22)",6,2,"Lokeren","https://en.wikipedia.org/wiki/Sverrir_Ingi_Ingason","Sverrir Ingi Ingason","Lokeren","K.S.C. Lokeren Oost-Vlaanderen","https://en.wikipedia.org/wiki/K.S.C._Lokeren_Oost-Vlaanderen","Iceland","https://www.wikidata.org/wiki/Q16235064"
6,"2DF","Ragnar Sigurðsson","(1986-06-19)19 June 1986 (aged 29)",56,1,"Krasnodar","https://en.wikipedia.org/wiki/Ragnar_Sigur%C3%B0sson","Ragnar Sigurðsson","Krasnodar","FC Krasnodar","https://en.wikipedia.org/wiki/FC_Krasnodar","Iceland","https://www.wikidata.org/wiki/Q760734"
7,"3MF","Jóhann Berg Guðmundsson","(1990-10-27)27 October 1990 (aged 25)",47,5,"Charlton Athletic","https://en.wikipedia.org/wiki/J%C3%B3hann_Berg_Gu%C3%B0mundsson","Jóhann Berg Guðmundsson","Charlton Athletic","Charlton Athletic F.C.","https://en.wikipedia.org/wiki/Charlton_Athletic_F.C.","Iceland","https://www.wikidata.org/wiki/Q170038"
8,"3MF","Birkir Bjarnason","(1988-05-27)27 May 1988 (aged 28)",47,6,"Basel","https://en.wikipedia.org/wiki/Birkir_Bjarnason","Birkir Bjarnason","Basel","FC Basel","https://en.wikipedia.org/wiki/FC_Basel","Iceland","https://www.wikidata.org/wiki/Q865680"
9,"4FW","Kolbeinn Sigþórsson","(1990-03-14)14 March 1990 (aged 26)",39,20,"Nantes","https://en.wikipedia.org/wiki/Kolbeinn_Sig%C3%BE%C3%B3rsson","Kolbeinn Sigþórsson","Nantes","FC Nantes","https://en.wikipedia.org/wiki/FC_Nantes","Iceland","https://www.wikidata.org/wiki/Q128936"
10,"3MF","Gylfi Sigurðsson","(1989-09-08)8 September 1989 (aged 26)",39,13,"Swansea City","https://en.wikipedia.org/wiki/Gylfi_Sigur%C3%B0sson","Gylfi Sigurðsson","Swansea City","Swansea City A.F.C.","https://en.wikipedia.org/wiki/Swansea_City_A.F.C.","Iceland","https://www.wikidata.org/wiki/Q59105"
11,"4FW","Alfreð Finnbogason","(1989-02-01)1 February 1989 (aged 27)",34,8,"FC Augsburg","https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason","Alfreð Finnbogason","FC Augsburg","FC Augsburg","https://en.wikipedia.org/wiki/FC_Augsburg","Iceland","https://www.wikidata.org/wiki/Q40771"
12,"1GK","Ögmundur Kristinsson","(1989-06-19)19 June 1989 (aged 26)",11,0,"Hammarby IF","https://en.wikipedia.org/wiki/%C3%96gmundur_Kristinsson_(footballer,_born_1989)","Ögmundur Kristinsson (footballer, born 1989)","Hammarby IF","Hammarby Fotboll","https://en.wikipedia.org/wiki/Hammarby_Fotboll","Iceland","https://www.wikidata.org/wiki/Q17180713"
13,"1GK","Ingvar Jónsson","(1989-10-18)18 October 1989 (aged 26)",5,0,"Sandefjord","https://en.wikipedia.org/wiki/Ingvar_J%C3%B3nsson","Ingvar Jónsson","Sandefjord","Sandefjord Fotball","https://en.wikipedia.org/wiki/Sandefjord_Fotball","Iceland","https://www.wikidata.org/wiki/Q17562446"
14,"2DF","Kári Árnason","(1982-10-13)13 October 1982 (aged 33)",47,2,"Malmö FF","https://en.wikipedia.org/wiki/K%C3%A1ri_%C3%81rnason_(footballer,_born_1982)","Kári Árnason (footballer, born 1982)","Malmö FF","Malmö FF","https://en.wikipedia.org/wiki/Malm%C3%B6_FF","Iceland","https://www.wikidata.org/wiki/Q2718231"
15,"4FW","Jón Daði Böðvarsson","(1992-05-25)25 May 1992 (aged 24)",21,1,"1. FC Kaiserslautern","https://en.wikipedia.org/wiki/J%C3%B3n_Da%C3%B0i_B%C3%B6%C3%B0varsson","Jón Daði Böðvarsson","1. FC Kaiserslautern","1. FC Kaiserslautern","https://en.wikipedia.org/wiki/1._FC_Kaiserslautern","Iceland","https://www.wikidata.org/wiki/Q3811755"
16,"3MF","Rúnar Már Sigurjónsson","(1990-06-18)18 June 1990 (aged 25)",11,1,"GIF Sundsvall","https://en.wikipedia.org/wiki/R%C3%BAnar_M%C3%A1r_Sigurj%C3%B3nsson","Rúnar Már Sigurjónsson","GIF Sundsvall","GIF Sundsvall","https://en.wikipedia.org/wiki/GIF_Sundsvall","Iceland","https://www.wikidata.org/wiki/Q4018373"
17,"3MF","Aron Gunnarsson (captain)","(1989-04-22)22 April 1989 (aged 27)",59,2,"Cardiff City","https://en.wikipedia.org/wiki/Aron_Gunnarsson","Aron Gunnarsson","Cardiff City","Cardiff City F.C.","https://en.wikipedia.org/wiki/Cardiff_City_F.C.","Iceland","https://www.wikidata.org/wiki/Q781755"
18,"3MF","Theódór Elmar Bjarnason","(1987-03-04)4 March 1987 (aged 29)",27,0,"AGF","https://en.wikipedia.org/wiki/The%C3%B3d%C3%B3r_Elmar_Bjarnason","Theódór Elmar Bjarnason","AGF","Aarhus Gymnastikforening","https://en.wikipedia.org/wiki/Aarhus_Gymnastikforening","Iceland","https://www.wikidata.org/wiki/Q2552704"
19,"2DF","Hörður Björgvin Magnússon","(1993-02-11)11 February 1993 (aged 23)",5,0,"Cesena","https://en.wikipedia.org/wiki/H%C3%B6r%C3%B0ur_Bj%C3%B6rgvin_Magn%C3%BAsson","Hörður Björgvin Magnússon","Cesena","A.C. Cesena","https://en.wikipedia.org/wiki/A.C._Cesena","Iceland","https://www.wikidata.org/wiki/Q3788202"
20,"3MF","Emil Hallfreðsson","(1984-06-29)29 June 1984 (aged 31)",54,1,"Udinese","https://en.wikipedia.org/wiki/Emil_Hallfre%C3%B0sson","Emil Hallfreðsson","Udinese","Udinese Calcio","https://en.wikipedia.org/wiki/Udinese_Calcio","Iceland","https://www.wikidata.org/wiki/Q2715111"
21,"3MF","Arnór Ingvi Traustason","(1993-04-30)30 April 1993 (aged 23)",7,3,"IFK Norrköping","https://en.wikipedia.org/wiki/Arn%C3%B3r_Ingvi_Traustason","Arnór Ingvi Traustason","IFK Norrköping","IFK Norrköping","https://en.wikipedia.org/wiki/IFK_Norrk%C3%B6ping","Iceland","https://www.wikidata.org/wiki/Q3623650"
